"govTrack_id","full_name","lastName","middleName","firstName","chamber","party","partyName","state","govTrack_desc","govTrack_ideology","govTrack_leadership","propublica_url","proPub_sponsoredBills","proPub_cosponsoredBills","proPub_votesAgainstParty","proPub_missedVotes","twitter_url","user_id","name","screen_name","location","description","url","verified","statuses_count","followers_count","friends_count","favourites_count","listed_count","account_created_at","account_lang","profile_url","profile_expanded_url","profile_image_url","profile_banner_url","profile_background_url","n_obs_timeline","n_obs_origContent","prop_origContent","earliest_status","latest_status","mean_favCount_OC","median_favCount_OC","stdDev_favCount_OC","mean_rtCount_OC","median_rtCount_OC","stdDev_rtCount_OC"
412667,"Joni Ernst","Ernst","","Joni","Senate","R"," Republican"," Iowa"," rank-and-file Republican",0.778069207497,0.41033903008,"https://projects.propublica.org/represent/members/E000295-joni-ernst",21,132,"2.5%","0.3%","https://twitter.com/SenJoniErnst",2856787757,"Joni Ernst","SenJoniErnst","Iowa ","Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.","http://t.co/zUYK5PQEOd",TRUE,1739,32946,50,3,882,"2014-11-02 13:32:54","en","http://t.co/zUYK5PQEOd","http://Ernst.Senate.Gov","http://pbs.twimg.com/profile_images/817365634434695168/dHmvZNA2_400x400.jpg","https://pbs.twimg.com/profile_banners/2856787757/1458665236","http://abs.twimg.com/images/themes/theme1/bg.png",1740,1639,0.941954022988506,"2015-01-06 16:57:34","2018-02-18 14:00:00",20.366076876144,9,102.477962590857,8.75533862111043,5,27.3405789867874
300043,"Dianne Feinstein","Feinstein","","Dianne","Senate","D"," Democrat"," Calif."," moderate Democratic leader",0.154312152342,0.771205591968,"https://projects.propublica.org/represent/members/F000062-dianne-feinstein",45,309,"6.8%","6.9%","https://twitter.com/SenFeinstein",476256944,"Sen Dianne Feinstein","SenFeinstein","California","United States Senator from California. On Facebook at: http://t.co/siExqwIu","http://t.co/x96JRcShsB",TRUE,6379,889713,222,1,5220,"2012-01-27 23:06:59","en","http://t.co/x96JRcShsB","http://www.feinstein.senate.gov","http://pbs.twimg.com/profile_images/789490839940661249/t0nTT2sM_400x400.jpg","https://pbs.twimg.com/profile_banners/476256944/1401304971","http://pbs.twimg.com/profile_background_images/415309805/Golden_Gate_Bridge_for_Twitter_JPEG_TRY_minus_sky.jpg",3220,2222,0.690062111801242,"2016-04-28 19:14:33","2018-02-18 20:54:28",1998.23897389739,525,6412.30458775287,928.787128712871,205,4503.56526594185
412556,"Deb Fischer","Fischer","","Deb","Senate","R"," Republican"," Neb."," rank-and-file Republican",0.865040379515,0.38818000692,"https://projects.propublica.org/represent/members/F000463-deb-fischer",27,106,"1.9%","0.0%","https://twitter.com/SenatorFischer",1071402577,"Senator Deb Fischer","SenatorFischer","","U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington","http://t.co/0O49SY7v",TRUE,4240,53962,180,37,1440,"2013-01-08 16:49:07","en","http://t.co/0O49SY7v","http://fischer.senate.gov","http://pbs.twimg.com/profile_images/816319022182649860/pev9bNlJ_400x400.jpg","https://pbs.twimg.com/profile_banners/1071402577/1467819561","http://pbs.twimg.com/profile_background_images/776934757/0f1d0841d864a86abd9e27a363356a3a.jpeg",3218,2784,0.865133623368552,"2014-09-17 11:00:16","2018-02-16 20:38:25",13.9676724137931,6,99.3936577759304,5.33010057471264,3,24.0013297449611
400134,"Jeff Flake","Flake","","Jeff","Senate","R"," Republican"," Ariz."," rank-and-file Republican",0.827898652878,0.595252256887,"https://projects.propublica.org/represent/members/F000444-jeff-flake",54,87,"5.4%","3.0%","https://twitter.com/JeffFlake",16056306,"Jeff Flake","JeffFlake","Mesa, AZ","Senator from Arizona",NA,TRUE,2486,426524,217,37,3422,"2008-08-30 17:00:58","en",NA,NA,"http://pbs.twimg.com/profile_images/3088681915/62adc90774fc399d3722e3df422994ba_400x400.jpeg","https://pbs.twimg.com/profile_banners/16056306/1363359251","http://abs.twimg.com/images/themes/theme1/bg.png",2479,2162,0.872125857200484,"2008-09-04 19:05:07","2018-02-16 23:35:03",632.067530064755,8,6775.81864822289,168.645698427382,8,1710.87215157103
412406,"Cory Gardner","Gardner","","Cory","Senate","R"," Republican"," Colo."," rank-and-file Republican",0.729930181673,0.317196690809,"https://projects.propublica.org/represent/members/G000562-cory-gardner",27,169,"3.3%","0.0%","https://twitter.com/SenCoryGardner",235217558,"Cory Gardner","SenCoryGardner","Colorado","Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.",NA,TRUE,3849,92234,289,15,1745,"2011-01-07 17:02:56","en",NA,NA,"http://pbs.twimg.com/profile_images/562347582215573505/4BV0djAm_400x400.jpeg","https://pbs.twimg.com/profile_banners/235217558/1456516556","http://pbs.twimg.com/profile_background_images/274704793/gardner_background.jpg",3235,2597,0.802782071097373,"2013-06-11 13:01:38","2018-02-15 21:29:04",24.4235656526762,3,289.304314109682,10.8948787061995,4,81.606029372851
412223,"Kirsten E. Gillibrand","Gillibrand","E.","Kirsten","Senate","D"," Democrat"," N.Y."," progressive Democrat",0.0316252910194,0.617040539892,"https://projects.propublica.org/represent/members/G000555-kirsten-e-gillibrand",39,335,"19.9%","0.0%","https://twitter.com/SenGillibrand",72198806,"Kirsten Gillibrand","SenGillibrand","New York","Theo and Henry's mom, U.S. Senator from New York, author of NYT bestseller Off the Sidelines. Pitcher, but sometimes left fielder. Democrat.","https://t.co/qccoyKkdDN",TRUE,15615,1131818,507,351,7959,"2009-09-07 03:53:24","en","https://t.co/qccoyKkdDN","http://kirstengillibrand.com","http://pbs.twimg.com/profile_images/828637094260121600/VpJGxC8b_400x400.jpg","https://pbs.twimg.com/profile_banners/72198806/1507128610","http://pbs.twimg.com/profile_background_images/165425383/Twitter_-_Gillibrand_7A.gif",3199,1690,0.528290090653329,"2016-05-10 01:19:03","2018-02-18 20:11:16",2100.04911242604,465,6429.31246720989,672.446153846154,133,2053.47982889944
300047,"Lindsey Graham","Graham","","Lindsey","Senate","R"," Republican"," S.C."," centrist Republican leader",0.706310939257,0.640862424122,"https://projects.propublica.org/represent/members/G000359-lindsey-graham",15,91,"3.2%","4.4%","https://twitter.com/GrahamBlog",14845376,"Lindsey Graham","GrahamBlog","Washington, DC","Twitter feed for U.S. Senator Lindsey Graham of South Carolina.","http://t.co/x7LZALizg6",TRUE,4243,115158,2108,0,3368,"2008-05-20 13:57:21","en","http://t.co/x7LZALizg6","http://lgraham.senate.gov","http://pbs.twimg.com/profile_images/2167513251/LG_Testifying2_400x400.jpg","https://pbs.twimg.com/profile_banners/14845376/1355255089","http://pbs.twimg.com/profile_background_images/224734998/xa8a44afd7bd99682ddacb4c46ac30ba.png",3248,2881,0.887007389162562,"2011-10-11 22:47:11","2016-02-18 15:59:03",22.4144394307532,4,682.703266220469,23.4668517875738,9,128.37211140906
300048,"Charles E. Grassley","Grassley","E.","Charles","Senate","R"," Republican"," Iowa"," moderate Republican leader",0.749493437162,0.938752936154,"https://projects.propublica.org/represent/members/G000386-charles-e-grassley",67,129,"2.5%","0.0%","https://twitter.com/ChuckGrassley",10615232,"ChuckGrassley","ChuckGrassley","Iowa","U.S. Senator. Family farmer. Lifetime resident of New Hartford, IA. Also follow @GrassleyPress for news and information.","https://t.co/CM45Tl33ts",TRUE,6406,199057,14062,1,4854,"2007-11-26 15:17:02","en","https://t.co/CM45Tl33ts","http://grassley.senate.gov","http://pbs.twimg.com/profile_images/921098191507984385/XYteQA6t_400x400.jpg",NA,"http://pbs.twimg.com/profile_background_images/195616043/Grssly_background5.jpg",3237,3189,0.985171455050973,"2014-08-11 23:34:45","2018-02-18 20:00:05",156.497648165569,10,1415.19782027976,66.7695202257761,5,582.672802893094
412678,"Kamala Harris","Harris","","Kamala","Senate","D"," Democrat"," Calif."," moderate Democratic follower",0.238261495883,0.0673596548038,"https://projects.propublica.org/represent/members/H001075-kamala-harris",16,192,"15.3%","0.3%","https://twitter.com/SenKamalaHarris",803694179079458816,"Kamala Harris","SenKamalaHarris","","Official Twitter account of U.S. Senator Kamala Harris.","https://t.co/d7fwQc0xoD",TRUE,1756,340385,544,368,2306,"2016-11-29 20:16:39","en","https://t.co/d7fwQc0xoD","https://www.harris.senate.gov/","http://pbs.twimg.com/profile_images/877233930046504961/B0UoxZlN_400x400.jpg","https://pbs.twimg.com/profile_banners/803694179079458816/1500050338",NA,1755,1251,0.712820512820513,"2017-02-15 22:48:45","2018-02-18 23:36:13",4132.52837729816,1357,9139.28235859874,1999.16306954436,473,6406.22879546048
412680,"Margaret Hassan","Hassan","","Margaret","Senate","D"," Democrat"," N.H."," moderate Democratic follower",0.267340263239,0.0457114441234,"https://projects.propublica.org/represent/members/H001076-margaret-hassan",9,273,"4.4%","0.0%","https://twitter.com/Senatorhassan",946549322,"Sen. Maggie Hassan","SenatorHassan","","New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.","https://t.co/BxeyYfMTaA",TRUE,5483,135062,530,38,1120,"2012-11-13 21:27:37","en","https://t.co/BxeyYfMTaA","http://hassan.senate.gov","http://pbs.twimg.com/profile_images/816304745799356416/m1OJdlNI_400x400.jpg","https://pbs.twimg.com/profile_banners/946549322/1483457252","http://abs.twimg.com/images/themes/theme1/bg.png",3241,2417,0.745757482258562,"2016-01-04 21:06:40","2018-02-18 16:53:43",105.843607778237,22,689.351135451714,42.1683905668184,8,285.540509635348
300052,"Orrin G. Hatch","Hatch","G.","Orrin","Senate","R"," Republican"," Utah"," moderate Republican leader",0.810458126902,0.976022391423,"https://projects.propublica.org/represent/members/H000338-orrin-g-hatch",74,157,"1.1%","0.6%","https://twitter.com/SenOrrinHatch",262756641,"Senator Hatch Office","senorrinhatch","","U.S. Senator from Utah, 2017 Utahn of the Year, writer of songs and laws. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.","https://t.co/ICuOObjO1F",TRUE,9330,65164,399,814,1798,"2011-03-08 18:04:18","en","https://t.co/ICuOObjO1F","http://www.hatch.senate.gov","http://pbs.twimg.com/profile_images/879081064328830984/IhWAMCcr_400x400.jpg","https://pbs.twimg.com/profile_banners/262756641/1499408474","http://pbs.twimg.com/profile_background_images/219341076/tww.jpg",3225,1174,0.364031007751938,"2017-03-27 00:11:48","2018-02-18 06:10:30",111.199318568995,20,562.211915702703,48.8901192504259,8,271.956713911586
412281,"Martin Heinrich","Heinrich","","Martin","Senate","D"," Democrat"," N.M."," moderate Democratic follower",0.242063567821,0.216648517098,"https://projects.propublica.org/represent/members/H001046-martin-heinrich",20,187,"6.2%","1.4%","https://twitter.com/MartinHeinrich",1099199839,"Martin Heinrich","MartinHeinrich","","United States Senator from New Mexico","http://t.co/H0fgRR2v",TRUE,5774,143517,542,463,1547,"2013-01-17 20:24:19","en","http://t.co/H0fgRR2v","http://heinrich.senate.gov","http://pbs.twimg.com/profile_images/938165401304944641/H7HEeENC_400x400.jpg","https://pbs.twimg.com/profile_banners/1099199839/1513792542","http://pbs.twimg.com/profile_background_images/800387600/225cd54d99c2c58c123f4328c09450ef.png",3225,2191,0.67937984496124,"2016-10-14 19:44:15","2018-02-15 23:37:07",214.36969420356,88,619.116910695013,103.309904153355,36,400.255950403451
412554,"Heidi Heitkamp","Heitkamp","","Heidi","Senate","D"," Democrat"," N.D."," centrist Democrat",0.509585351481,0.529469972685,"https://projects.propublica.org/represent/members/H001069-heidi-heitkamp",27,157,"23.1%","0.3%","https://twitter.com/SenatorHeitkamp",1061029050,"Sen. Heidi Heitkamp","SenatorHeitkamp","","Official Twitter account for Heidi Heitkamp, U.S. Senator for #NorthDakota. Learn more on Facebook: https://t.co/ju1vFjQSEQ Instagram: https://t.co/ceKF69m637","https://t.co/9NWVrvmQZr",TRUE,9952,68944,799,951,1479,"2013-01-04 17:57:48","en","https://t.co/9NWVrvmQZr","http://heitkamp.senate.gov","http://pbs.twimg.com/profile_images/927545740704010240/ql7QpJ0f_400x400.jpg","https://pbs.twimg.com/profile_banners/1061029050/1509640115","http://pbs.twimg.com/profile_background_images/534730504751161344/m1GKS3rT.png",3208,2329,0.725997506234414,"2016-07-26 18:16:05","2018-02-18 20:30:00",30.8235294117647,11,160.534730468764,11.3018462859596,4,62.1033765775147
412218,"Dean Heller","Heller","","Dean","Senate","R"," Republican"," Nev."," centrist Republican",0.677168494704,0.597504850366,"https://projects.propublica.org/represent/members/H001041-dean-heller",53,157,"7.5%","4.2%","https://twitter.com/SenDeanHeller",266133081,"Dean Heller","SenDeanHeller","Nevada","Official Account for Nevada U.S. Senator @DeanHeller. #HomeMeansNevada","http://t.co/tnRta2EeF6",TRUE,6344,91462,11940,1,1836,"2011-03-14 18:31:08","en","http://t.co/tnRta2EeF6","http://heller.senate.gov","http://pbs.twimg.com/profile_images/856571974935609344/gPG4Gmf-_400x400.jpg","https://pbs.twimg.com/profile_banners/266133081/1479743555","http://pbs.twimg.com/profile_background_images/625681580921606144/dvL1j1fm.jpg",3199,2258,0.705845576742732,"2015-05-14 20:54:31","2018-02-16 20:26:33",24.2054915854739,7,103.993568212009,8.57661647475642,4,27.0008224931736
412200,"Mazie K. Hirono","Hirono","K.","Mazie","Senate","D"," Democrat"," Hawaii"," rank-and-file Democrat",0.10426402534,0.523122427965,"https://projects.propublica.org/represent/members/H001042-mazie-k-hirono",39,252,"9.3%","1.7%","https://twitter.com/MazieHirono",92186819,"Senator Mazie Hirono","maziehirono","Hawaii","U.S. Senator Mazie K. Hirono - Proudly Serving the People of Hawaii","http://t.co/m4u3CFOBHg",TRUE,4902,196339,1241,70,2098,"2009-11-24 03:10:37","en","http://t.co/m4u3CFOBHg","http://www.hirono.senate.gov","http://pbs.twimg.com/profile_images/943313772785164288/svG7qRs8_400x400.jpg","https://pbs.twimg.com/profile_banners/92186819/1513182895","http://pbs.twimg.com/profile_background_images/378800000027910663/cb05630b4d856cc50819cac19bfe90ab.jpeg",3202,2088,0.65209244222361,"2012-06-18 19:59:10","2018-02-16 21:03:03",193.013409961686,3,1720.19008900798,69.8113026819923,4,594.380142288855
412494,"John Hoeven","Hoeven","","John","Senate","R"," Republican"," N.D."," rank-and-file Republican",0.749571932278,0.5,"https://projects.propublica.org/represent/members/H001061-john-hoeven",24,97,"0.6%","1.1%","https://twitter.com/SenJohnHoeven",382791093,"Senator John Hoeven","SenJohnHoeven","North Dakota","Official account of U.S. Senator John Hoeven of North Dakota. https://t.co/ViVEXcWlhM","https://t.co/S1wB3GGEfX",TRUE,2439,56733,611,425,1334,"2011-09-30 17:55:30","en","https://t.co/S1wB3GGEfX","http://hoeven.senate.gov","http://pbs.twimg.com/profile_images/1575531411/Hoeven_Hearing_400x400.jpg","https://pbs.twimg.com/profile_banners/382791093/1510946212","http://pbs.twimg.com/profile_background_images/671696946/841b62ab0576c426937ac98c49e12b0d.jpeg",2441,2234,0.91519868906186,"2012-09-17 19:56:59","2018-02-18 01:57:40",8.74664279319606,4,27.0034463957985,4.86347358997314,3,17.6533440191424
300055,"James M. Inhofe","Inhofe","M.","James","Senate","R"," Republican"," Okla."," conservative Republican",1,0.500112365546,"https://projects.propublica.org/represent/members/I000024-james-m-inhofe",18,159,"2.0%","1.1%","https://twitter.com/InhofePress",20546536,"Inhofe Press Office","InhofePress","Washington, D.C.","Press Office of U.S. Senator @JimInhofe (R-Okla.)","https://t.co/LTm3F6noR4",TRUE,6179,14264,1372,23,1022,"2009-02-10 21:12:51","en","https://t.co/LTm3F6noR4","http://inhofe.senate.gov","http://pbs.twimg.com/profile_images/3095762272/f240385c55677aec82058399ac3b8e6a_400x400.jpeg","https://pbs.twimg.com/profile_banners/20546536/1412886218","http://pbs.twimg.com/profile_background_images/4389824/twitter3.jpg",3212,2539,0.790473225404732,"2012-07-31 20:22:23","2018-02-16 21:17:57",1.53131153997637,1,8.33551415276386,3.44820795588815,2,5.68686219576739
400194,"Johnny Isakson","Isakson","","Johnny","Senate","R"," Republican"," Ga."," rank-and-file Republican",0.77031496323,0.604846239966,"https://projects.propublica.org/represent/members/I000055-johnny-isakson",28,139,"1.6%","15.0%","https://twitter.com/SenatorIsakson",78403308,"Johnny Isakson","SenatorIsakson","GA & DC","U.S. Senator Johnny Isakson, R-Ga. | Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance.
Keep comments family friendly.","http://t.co/n3mMYfmg5C",TRUE,4293,53209,444,644,1893,"2009-09-29 20:09:30","en","http://t.co/n3mMYfmg5C","http://www.isakson.senate.gov","http://pbs.twimg.com/profile_images/543499427365650432/JitEqhDZ_400x400.jpeg","https://pbs.twimg.com/profile_banners/78403308/1488812068","http://pbs.twimg.com/profile_background_images/819575010/789cfa9732fed4d53e8935ed8b08703e.gif",3217,2558,0.795150761579111,"2015-03-10 18:11:02","2018-02-16 20:45:15",26.8068803752932,9,302.251401159525,8.11962470680219,4,53.2816888175826
412496,"Ron Johnson","Johnson","","Ron","Senate","R"," Republican"," Wis."," rank-and-file Republican",0.839784734429,0.448312974306,"https://projects.propublica.org/represent/members/J000293-ron-johnson",25,109,"2.2%","0.3%","https://twitter.com/SenRonJohnson",233737858,"Senator Ron Johnson","SenRonJohnson","Oshkosh, WI","Chairman of the Homeland Security and Governmental Affairs Committee & the Subcommittee on Europe & Regional Security Cooperation. Tweets from Ron are signed–rj","http://t.co/uMmOdTCWwT",TRUE,3974,83949,371,179,2277,"2011-01-04 00:25:27","en","http://t.co/uMmOdTCWwT","http://www.ronjohnson.senate.gov","http://pbs.twimg.com/profile_images/1213023547/Twitter_2_400x400.jpg","https://pbs.twimg.com/profile_banners/233737858/1391454550","http://pbs.twimg.com/profile_background_images/378800000180774281/Uwyr5Vdj.jpeg",3204,2637,0.823033707865168,"2013-12-15 22:41:06","2018-02-14 23:37:49",17.3435722411832,5,82.3508094263964,10.2430792567311,5,42.8212184252034
412741,"Doug Jones","Jones","","Doug","Senate","D"," Democrat"," Ala."," centrist Democratic follower",0.466331012167,0.00343422511348,"https://projects.propublica.org/represent/members/J000300-doug-jones",0,17,"22.2%","0.0%","https://twitter.com/SenDougJones",941080085121175552,"Doug Jones","SenDougJones","Washington, DC","U.S. Senator for Alabama","https://t.co/ybmvFhggOr",TRUE,84,8565,55,2,87,"2017-12-13 22:59:11","en","https://t.co/ybmvFhggOr","http://www.jones.senate.gov","http://pbs.twimg.com/profile_images/959169332516409345/yMUOyuF__400x400.jpg","https://pbs.twimg.com/profile_banners/941080085121175552/1515101593",NA,84,61,0.726190476190476,"2018-01-05 18:18:46","2018-02-17 00:44:11",448.934426229508,146,1337.64387224767,150.393442622951,44,525.054958351616
412582,"Tim Kaine","Kaine","","Tim","Senate","D"," Democrat"," Va."," rank-and-file Democrat",0.255759646967,0.457387264377,"https://projects.propublica.org/represent/members/K000384-tim-kaine",25,203,"5.3%","0.8%","https://twitter.com/timkaine",172858784,"Tim Kaine","timkaine","Richmond, VA","Husband to @AnneHolton, father of 3. U.S. Senator from Virginia. In my free time, I’m either outdoors, reading, or jamming on the harmonica.","https://t.co/YNK0Xrmt2G",TRUE,9156,918134,763,374,5904,"2010-07-30 20:00:32","en","https://t.co/YNK0Xrmt2G","http://timkaine.com","http://pbs.twimg.com/profile_images/922472118377476096/XqCk_uDv_400x400.jpg","https://pbs.twimg.com/profile_banners/172858784/1495807361","http://pbs.twimg.com/profile_background_images/413725666/twitterbackground1_30_12.jpg",3215,2154,0.669984447900467,"2015-11-17 21:00:17","2018-02-18 22:21:20",2222.54967502321,810,4942.49297780625,781.815227483751,212,2071.42516761203
412679,"John Kennedy","Kennedy","","John","Senate","R"," Republican"," La."," centrist Republican follower ",0.669247446959,0.0649994451592,"https://projects.propublica.org/represent/members/K000393-john-kennedy",9,133,"4.2%","0.0%","https://twitter.com/SenJohnKennedy",816683274076614656,"John Kennedy","SenJohnKennedy","Louisiana","The official Twitter page for U.S. Senator John N. Kennedy (R-La) https://t.co/4ceoNzx1Ck","https://t.co/idGDfTIv0R",TRUE,758,12167,1297,372,438,"2017-01-04 16:30:40","en","https://t.co/idGDfTIv0R","https://www.kennedy.senate.gov/","http://pbs.twimg.com/profile_images/831592195320840192/GXfc24bb_400x400.jpg","https://pbs.twimg.com/profile_banners/816683274076614656/1487102029",NA,757,547,0.722589167767503,"2017-01-04 17:04:40","2018-02-16 16:11:55",41.4771480804388,15,319.067920428859,11.7586837294333,5,56.9293332633542
412545,"Angus King ","King","","Angus","Senate","ID"," Independent"," Maine"," centrist Independent",0.401879827355,0.352496494563,"https://projects.propublica.org/represent/members/K000383-angus-king",23,239,"14.4%","0.0%","https://twitter.com/SenAngusKing",1068481578,"Senator Angus King","SenAngusKing","","News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.","http://t.co/i9TZOoGqOm",TRUE,3255,183384,545,120,1681,"2013-01-07 14:52:27","en","http://t.co/i9TZOoGqOm","http://king.senate.gov","http://pbs.twimg.com/profile_images/378800000406004520/c5e846a94969202654cf1ac5fafc3659_400x400.jpeg","https://pbs.twimg.com/profile_banners/1068481578/1489679522","http://abs.twimg.com/images/themes/theme1/bg.png",3202,2593,0.809806371018114,"2013-02-10 16:35:02","2018-02-17 21:39:39",55.0767450829155,4,394.347487950642,19.9059005013498,5,157.462665866764
412242,"Amy Klobuchar","Klobuchar","","Amy","Senate","D"," Democrat"," Minn."," moderate Democratic leader",0.232116572078,0.720251675636,"https://projects.propublica.org/represent/members/K000367-amy-klobuchar",59,355,"4.2%","0.3%","https://twitter.com/amyklobuchar",33537967,"Amy Klobuchar","amyklobuchar","","U.S. Senator from Minnesota. Follows, Retweets, Replies ≠ endorsement","http://t.co/mGGFBfggto",TRUE,6569,404333,109839,26,3028,"2009-04-20 14:59:36","en","http://t.co/mGGFBfggto","http://www.amyklobuchar.com","http://pbs.twimg.com/profile_images/1815362035/AJK_Twitter_400x400.jpg","https://pbs.twimg.com/profile_banners/33537967/1514123906","http://abs.twimg.com/images/themes/theme1/bg.png",3210,2602,0.810591900311527,"2015-11-16 23:03:21","2018-02-18 22:38:41",396.940046118371,133,1896.13034021116,114.885088393543,27,545.510542410131
412464,"James Lankford","Lankford","","James","Senate","R"," Republican"," Okla."," lonley conservative Republican follower",0.872070224957,0.266339211226,"https://projects.propublica.org/represent/members/L000575-james-lankford",22,119,"3.3%","0.0%","https://twitter.com/SenatorLankford",225921757,"Sen. James Lankford","SenatorLankford","Oklahoma and Washington, DC","Serving the State of Oklahoma in the United States Senate","http://t.co/TAadQSsJTA",TRUE,5004,60545,404,273,1558,"2010-12-12 20:33:07","en","http://t.co/TAadQSsJTA","http://lankford.senate.gov","http://pbs.twimg.com/profile_images/824285569379352576/X9u-Ypf3_400x400.jpg","https://pbs.twimg.com/profile_banners/225921757/1517262353","http://abs.twimg.com/images/themes/theme15/bg.png",3217,2394,0.744171588436431,"2013-07-30 13:14:25","2018-02-18 15:41:05",67.3082706766917,16,491.841420232356,25.563074352548,8,151.272276717204
300065,"Patrick J. Leahy","Leahy","J.","Patrick","Senate","D"," Democrat"," Vt."," rank-and-file Democrat",0.178336707836,0.659222298562,"https://projects.propublica.org/represent/members/L000174-patrick-j-leahy",14,209,"3.9%","1.7%","https://twitter.com/SenatorLeahy",242836537,"Sen. Patrick Leahy","SenatorLeahy","Washington, DC","","http://t.co/yrKgLVIocD",TRUE,12223,139685,2329,96,2437,"2011-01-25 18:20:07","en","http://t.co/yrKgLVIocD","http://www.leahy.senate.gov","http://pbs.twimg.com/profile_images/921434597900128256/rcREOAwv_400x400.jpg","https://pbs.twimg.com/profile_banners/242836537/1358287469","http://pbs.twimg.com/profile_background_images/211393248/Leahy_Twitter_BG.png",3208,1292,0.402743142144638,"2016-12-14 14:11:49","2018-02-17 18:57:22",195.893962848297,59.5,843.395476098684,100.580495356037,29,455.069837107268
412495,"Mike Lee","Lee","","Mike","Senate","R"," Republican"," Utah"," conservative Republican",0.878316026005,0.586819323976,"https://projects.propublica.org/represent/members/L000577-mike-lee",32,108,"11.4%","0.6%","https://twitter.com/SenMikeLee",88784440,"Mike Lee","SenMikeLee","Utah","I am a United States Senator from the great state of Utah. Please help me restore constitutional leadership to Washington!","http://t.co/WnT9wNOtNT",TRUE,4453,420563,2431,68,4358,"2009-11-09 22:47:47","en","http://t.co/WnT9wNOtNT","http://www.lee.senate.gov","http://pbs.twimg.com/profile_images/1766994197/official_photo_400x400.jpeg","https://pbs.twimg.com/profile_banners/88784440/1400689167","http://pbs.twimg.com/profile_background_images/354472796/Twitter_Background.jpg",3206,2487,0.77573300062383,"2011-12-13 21:25:46","2018-02-18 16:21:00",135.907921190189,18,1302.89640115613,98.9859268194612,32,395.081042282229
412391,"Joe Manchin III","Manchin","","Joe","Senate","D"," Democrat"," W.Va."," centrist Democrat",0.582446084318,0.463954449348,"https://projects.propublica.org/represent/members/M001183-joe-manchin-iii",29,160,"27.5%","0.3%","https://twitter.com/Sen_JoeManchin",234374703,"Senator Joe Manchin","Sen_JoeManchin","","I proudly serve the people of West Virginia. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.","http://t.co/KZ8ptSeHhI",TRUE,4904,141126,710,157,2115,"2011-01-05 14:13:33","en","http://t.co/KZ8ptSeHhI","http://manchin.senate.gov","http://pbs.twimg.com/profile_images/907719517266219008/am4POdPf_400x400.jpg","https://pbs.twimg.com/profile_banners/234374703/1428611282","http://pbs.twimg.com/profile_background_images/342514931/manchin_twitter.jpg",3247,2862,0.881429011395134,"2013-12-16 21:21:11","2018-02-17 14:00:02",43.2990915443746,6,348.599565053592,15.5108315863033,4,125.745137575911
400253,"Edward J. Markey","Markey","J.","Edward","Senate","D"," Democrat"," Mass."," progressive Democrat",0.00535859327782,0.488827529737,"https://projects.propublica.org/represent/members/M000133-edward-j-markey",45,341,"12.8%","0.3%","https://twitter.com/SenMarkey",21406834,"Ed Markey","SenMarkey","MA","Official account for Senator Edward J. Markey. National leader on energy, environment, climate, telecom. Voice for consumer protection. https://t.co/nfYWzVp6R8","https://t.co/PvCpESuHno",TRUE,11346,118683,1352,232,2799,"2009-02-20 15:49:29","en","https://t.co/PvCpESuHno","http://www.markey.senate.gov/","http://pbs.twimg.com/profile_images/871723431695396865/Ff5dlbMr_400x400.jpg","https://pbs.twimg.com/profile_banners/21406834/1516900965","http://pbs.twimg.com/profile_background_images/570709272883769344/qcdqgLBG.jpeg",3245,1622,0.499845916795069,"2017-02-10 19:15:43","2018-02-18 23:16:06",422.236128236745,76,4210.33553362607,215.785450061652,37,2011.8807286259
300071,"John McCain","McCain","","John","Senate","R"," Republican"," Ariz."," rank-and-file Republican",0.734263817303,0.443069373989,"https://projects.propublica.org/represent/members/M000303-john-mccain",24,128,"7.8%","21.9%","https://twitter.com/SenJohnMcCain",19394188,"John McCain","SenJohnMcCain","Phoenix, AZ / Washington, DC","U.S. Senator John McCain (R-AZ), Chairman of Senate Armed Services Committee",NA,TRUE,14140,3137311,380,93,20527,"2009-01-23 13:42:31","en",NA,NA,"http://pbs.twimg.com/profile_images/898243253362929664/y1gCTcz1_400x400.jpg","https://pbs.twimg.com/profile_banners/19394188/1421190330","http://pbs.twimg.com/profile_background_images/4035204/Twitter-page-3.jpg",3250,2708,0.833230769230769,"2016-04-04 14:12:05","2018-02-18 21:04:40",1973.66137370753,188.5,11367.9642603516,586.619276218612,63,3721.72676716997
