"full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","n_obs_timeline","n_obs_origContent","n_obs_textOnly","earliest_status","latest_status","median_favCount_OC","mean_favCount_OC","median_favCount_text","mean_favCount_text"
"John Katko","House","R","N.Y.",27," centrist Republican",0.601576878937,"12.3%","x2966765501","RepJohnKatko","Syracuse, New York","Official Twitter account of Rep. John Katko. Proudly representing New York's 24th Congressional District.",563,9138,220,151,562,243,6,"2015-01-12 17:50:35","2018-02-20 15:57:37",6,11.1152263374486,14,34.8333333333333
"Frank A. LoBiondo","House","R","N.J.",27," centrist Republican",0.602682185332,"17.1%","x241207373","RepLoBiondo","#SouthJersey","Congressman proudly representing New Jersey's 2nd District. Chairman of House Aviation Subcommittee & CIA Subcommittee",4120,15381,240,344,3220,2155,1220,"2012-11-20 15:20:53","2018-02-14 16:15:20",1,6.45011600928074,2,9.29672131147541
"Claudia Tenney","House","R","N.Y.",27," centrist Republican follower ",0.604043823128,"7.4%","x797201048490430465","RepTenney","New York-22","Official Twitter account of Rep. Claudia Tenney. Honored to represent #NY22 in the 115th Congress.",1223,3702,161,29,1222,857,218,"2017-01-04 15:30:30","2018-02-21 22:02:55",3,8.06767794632439,3,7.13302752293578
"Todd Young","Senate","R"," Ind.",27," centrist Republican follower ",0.612677952609,"1.1%","234128524","SenToddYoung","Indiana","I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.",3671,33977,507,188,3219,2348,398,"2011-08-01 14:53:44","2018-02-23 18:54:41",1,10.8262350936968,1,20.4070351758794
"Clay Higgins","House","R","La.",27," centrist Republican follower ",0.61330305853,"1.7%","x843636970538618880","RepClayHiggins","","Proudly representing #LA03 in the U.S. House of Representatives. Member of @HouseHomeland, @HouseVetAffairs, and @HouseScience.",564,2840,300,165,563,250,27,"2017-03-21 15:10:20","2018-02-22 20:00:23",8,15.152,14,20.2592592592593
"James Comer","House","R","Ky.",28," centrist Republican follower ",0.613361988641,"5.3%","x838462994","KYComer","Monroe County, Kentucky","U.S. Congressman (KY-1) Farmer. Former KY Commissioner of Agriculture. Husband to TJ & father of Reagan, Harlan & Aniston.",5607,9752,856,7412,3180,1761,281,"2013-11-15 18:10:49","2018-02-22 22:39:09",17,23.152754116979,8,18.1637010676157
"Rob Portman","Senate","R"," Ohio",28," centrist Republican leader",0.617915163073,"2.0%","18915145","senrobportman","Ohio","United States Senator from the Buckeye State.",11746,120933,5082,313,3232,3023,416,"2017-03-13 20:16:50","2018-02-23 21:29:31",23,54.6629176314919,48.5,160.524038461538
"Peter T. King","House","R","N.Y.",28," centrist Republican",0.618310012036,"8.3%","x18277655","RepPeteKing","Seaford, New York","Representing New York's 2nd Congressional District",2432,31212,102,121,2432,2199,1151,"2009-08-27 15:16:07","2018-02-22 11:33:09",0,34.8985902683038,0,60.4900086880973
"Tom MacArthur","House","R","N.J.",28," centrist Republican",0.619461507715,"11.4%","x2962994194","RepTomMacArthur","","Congressman for New Jersey's Third Congressional District",1855,11872,659,476,1854,1373,456,"2015-01-06 16:39:43","2018-02-22 14:14:08",3,7.42388929351784,3,7.35745614035088
"Mike Johnson","House","R","La.",28," centrist Republican follower ",0.620653845374,"2.6%","x827279765287559171","RepMikeJohnson","Washington, DC","Proudly serving Louisiana's 4th Congressional District. Member on @HouseJudiciary & @NatResources.",752,2602,394,24,752,485,74,"2017-02-07 14:57:38","2018-02-22 21:42:52",6,12.5237113402062,8,11.0540540540541
"Dave Reichert","House","R","Wash.",28," centrist Republican leader",0.625507081647,"10.3%","x16102244","davereichert","Auburn, Washington","Representative of the Eighth Congressional District in Washington State",3274,20100,3016,361,3220,2501,1297,"2009-04-01 14:46:42","2018-02-22 00:43:13",1,4.30507796881248,0,2.89360061680802
"Ryan Costello","House","R","Pa.",28," centrist Republican follower ",0.627571409718,"14.4%","x2953922782","RepRyanCostello","PA-06","U.S. Congressman #PA06. @HouseCommerce Committee. Proudly represent parts of Berks, Chester, Montgomery, & Lebanon Counties",1485,10322,498,96,1485,966,64,"2015-01-06 15:24:41","2018-02-23 00:49:31",2,5.88923395445135,3.5,11.21875
"Fred Upton","House","R","Mich.",28," centrist Republican",0.631155415601,"10.0%","x124224165","RepFredUpton","St. Joseph, Michigan","Call me Fred. Husband, Dad, & proud to represent #MI06. Chair of #SubEnergy.  Instagram: https://t.co/IsaEh1ZsLm",5045,22413,2087,1761,3210,1483,216,"2014-05-20 23:00:36","2018-02-22 17:21:06",3,7.35536075522589,4,12.4398148148148
"Rodney Frelinghuysen","House","R","N.J.",28," centrist Republican follower ",0.633715370859,"4.6%","x1382011333","USRepRodney","","Proudly serving the 11th Congressional District of New Jersey in the U.S. House of Representatives and Chairman of @HouseAppropsGOP",1124,12859,102,0,1124,1010,307,"2013-04-26 16:56:08","2018-02-14 21:14:18",2,6.87821782178218,1,4.49185667752443
"Warren Davidson","House","R","Ohio",28," centrist Republican",0.634921298532,"4.4%","x742735530287304704","WarrenDavidson","Washington, DC","U.S. Congressman serving Ohio's 8th District. Constitutionalist and former Army Ranger. Don't bankrupt America!",1358,7253,4313,1102,1355,583,112,"2016-06-14 21:28:06","2018-02-22 22:29:53",11,20.2178387650086,21,34.2767857142857
"Mike Gallagher","House","R","Wis.",29," centrist Republican",0.637782684452,"7.4%","x815966620300480514","RepGallagher","Green Bay, WI","Green Bay Native, Marine Veteran, and Eisenhower Nerd proudly representing #WI08 in Congress. #GoPackGo. 

https://t.co/D2ANAop3fA",1214,7412,305,50,1213,825,148,"2017-01-03 13:30:58","2018-02-22 17:24:33",8,37.08,7.5,117.52027027027
"Lloyd Smucker","House","R","Pa.",29," centrist Republican follower ",0.638153888659,"4.5%","x41417564","RepSmucker","Lancaster, PA","Representing the people of PA-16 in the U.S. House of Representatives. Husband & father.",2822,5982,143,108,2817,2027,728,"2009-05-21 12:43:07","2018-02-22 20:30:41",0,5.00937345831278,0,1.87774725274725
"Charlie Dent","House","R","Pa.",29," centrist Republican leader",0.638206689669,"7.6%","x242376736","RepCharlieDent","Washington, DC","Proud to serve as U.S. Representative for Pennsylvania’s 15th District, which includes all or parts of Berks, Dauphin, Lebanon, Lehigh and Northampton counties.",2496,15536,538,879,2495,1694,558,"2011-01-26 18:48:10","2018-02-09 00:28:34",0,14.4917355371901,0,17.336917562724
"Elise Stefanik","House","R","N.Y.",29," centrist Republican",0.638390581337,"8.8%","x2962813893","RepStefanik","","Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",3025,15655,256,1,3021,2431,137,"2015-01-06 22:49:30","2018-02-22 22:15:00",4,10.283422459893,7,16.9124087591241
"Neal Dunn","House","R","Fla.",29," centrist Republican follower ",0.645265882491,"2.2%","x815952318487298048","DrNealDunnFL2","","Official government Twitter account for Congressman Neal Dunn (FL-02).",706,3731,167,27,708,551,97,"2017-01-03 22:51:18","2018-02-23 02:51:05",6,18.3085299455535,7,59.8556701030928
"Francis Rooney","House","R","Fla.",29," centrist Republican follower ",0.645360856813,"1.8%","x816111677917851649","RepRooney","SWFL","Honored to serve the citizens of Florida's 19th Congressional District. Official Government account.",704,3742,328,247,704,378,135,"2017-01-06 22:12:25","2018-02-22 23:23:46",3,6.99470899470899,3,5.62962962962963
"Don Bacon","House","R","Neb.",29," centrist Republican",0.646823595974,"4.0%","x818975124460335106","RepDonBacon","Papillion, NE","Serving the constituents of Nebraska's Second Congressional District. Husband, Dad, Granddad, Brigadier General USAF (Ret.) User policy https://t.co/AeMcX3biFi",2551,3945,495,2085,2549,1329,262,"2017-01-12 03:38:56","2018-02-22 20:41:45",8,12.4251316779533,9,16.4351145038168
"Will Hurd","House","R","Texas",29," centrist Republican",0.647737081297,"7.0%","x2963445730","HurdOnTheHill","#TX23","Serving #TX23 in Congress, #SanAntonio native, @TAMU grad, formerly undercover @CIA, @GOPOversight IT Subcommittee Chair, also on House #Intel & @HouseHomeland",4457,24266,1056,6056,3232,2101,123,"2015-11-07 23:52:01","2018-02-22 23:30:00",10,21.9681104236078,10,24.2357723577236
"Jodey Arrington","House","R","Texas",29," centrist Republican follower ",0.64839320544,"1.7%","x816284664658874368","RepArrington","West Texas","Proudly representing the good people of West Texas in Congress.",608,4016,1181,161,608,332,27,"2017-01-03 17:19:12","2018-02-22 23:38:02",8,60.7801204819277,9,17
"Carlos Curbelo","House","R","Fla.",29," centrist Republican",0.64886303432,"13.4%","x2853309155","RepCurbelo","","Representing Florida's 26th Congressional District, Husband, Dad, Catholic, Son of Cuban exiles, GOP, UM gradx2, Belen Jesuit",3059,15615,230,3384,3049,1712,214,"2015-01-06 23:57:57","2018-02-23 02:06:18",6,14.6325934579439,6.5,26.5233644859813
"Paul Mitchell","House","R","Mich.",30," centrist Republican follower ",0.65039450152,"3.7%","x811632636598910976","RepPaulMitchell","","Official account for Congressman Paul Mitchell #MI10",660,3103,366,103,660,383,51,"2017-01-03 19:15:54","2018-02-22 23:12:24",2,7.20104438642298,2,18.5490196078431
"Garret Graves","House","R","La.",30," centrist Republican",0.651321854377,"6.3%","x2951574214","RepGarretGraves","Follow us on Facebook: ","Official Twitter Page of Congressman Garret Graves (LA06)",2871,7587,857,178,2866,1480,713,"2015-01-16 20:54:13","2018-02-21 23:20:58",1,3.10405405405405,1,3.25105189340813
"Thomas Garrett","House","R","Va.",30," centrist Republican follower ",0.651397584839,"6.4%","x818460870573441028","RepTomGarrett","Buckingham County, VA","Husband, Father, Army Veteran, Former Prosecutor. Proudly serving Virginia's 5th Congressional District. @EdWorkforce, @HouseHomeland, @HouseForeign",1024,4610,794,428,1024,647,32,"2017-01-10 18:43:17","2018-02-22 20:11:47",7,22.2009273570325,12,74.65625
"Mario Diaz-Balart","House","R","Fla.",30," centrist Republican",0.654373943584,"7.6%","x37094727","MarioDB","Florida & Washington, DC","I am proud to represent Florida's 25th Congressional District and serve on @HouseAppropsGOP as Transportation, Housing + Urban Development Subcommittee Chair",5725,34397,197,116,3227,2266,685,"2015-04-22 16:39:17","2018-02-22 15:57:19",5,21.66240070609,6,39.4452554744526
"Edward Royce","House","R","Calif.",30," centrist Republican leader",0.657824355615,"2.9%","x246769138","RepEdRoyce","Fullerton, CA & Washington, DC","Proudly serving California's 39th Congressional District (#CA39). Chairman of the @HouseForeign Affairs Committee.",4114,27382,1062,209,3238,1687,112,"2013-09-17 17:32:03","2018-02-19 18:06:48",5,15.0420865441612,5,51.375
"A. Drew Ferguson","House","R","Ga.",30," centrist Republican follower ",0.658275757112,"1.9%","x806583915012046854","RepDrewFerguson","West Point, GA","Proud to serve the good people of Georgia's 3rd District in Congress",928,3055,100,71,928,635,174,"2017-01-03 15:30:08","2018-02-22 17:14:41",4,7.29291338582677,4,6.86781609195402
"Matt Gaetz","House","R","Fla.",30," rank-and-file Republican",0.660441652151,"9.5%","x818948638890217473","RepMattGaetz","","Official Twitter for Congressman Matt Gaetz.
Proud conservative, and Northwest Florida native who is honored to serve the First District of Florida.",1247,44988,722,218,1247,928,156,"2017-01-11 16:58:49","2018-02-22 22:11:21",28,532.82650862069,98.5,1040.49358974359
"Ted Budd","House","R","N.C.",30," moderate Republican follower",0.660696524808,"4.2%","x817138492614524928","RepTedBudd","Davie County, North Carolina ","Proudly serving the 13th district of North Carolina. #NC13",607,3306,187,41,608,481,47,"2017-01-06 01:18:57","2018-02-23 01:10:55",6,8.20997920997921,10,13.2127659574468
"Christopher H. Smith","House","R","N.J.",30," moderate Republican leader",0.660892399279,"12.7%","x1289319271","RepChrisSmith","","Proud to represent the 4th Congressional District of New Jersey.",1047,18365,229,151,1047,802,185,"2013-03-22 20:11:35","2018-02-15 03:24:12",4,11.5448877805486,4,11.827027027027
"Harold Rogers","House","R","Ky.",30," moderate Republican follower",0.666588294063,"3.7%","x550401754","RepHalRogers","Somerset, KY","Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations",3404,13674,718,1010,3198,1060,120,"2012-12-20 18:41:26","2018-02-22 20:43:07",1,6.74339622641509,1,22.2166666666667
"Darrell Issa","House","R","Calif.",31," rank-and-file Republican",0.667396335752,"4.0%","x22509548","DarrellIssa","Vista, CA & Washington, DC","I work for CA-49, Chair the Subcommittee on Courts, Intellectual Property, and the Internet, & serve on the House Committee on Foreign Affairs.",21122,291621,34126,862,3241,2369,900,"2014-08-25 15:50:19","2018-02-21 17:27:06",27,56.1831996623048,10,38.7966666666667
"Roger Marshall","House","R","Kan.",31," moderate Republican follower",0.667632056752,"3.8%","x1240107944","RogerMarshallMD","Great Bend, KS","Husband. Father. Grandfather. OB/GYN. Cattle feeder. Congressman #KS01",1171,3487,192,210,1171,742,176,"2013-03-06 22:24:59","2018-02-22 18:02:34",1,9.33423180592992,6,19.6988636363636
"John Kennedy","Senate","R"," La.",31," centrist Republican follower ",0.669247446959,"4.2%","816683274076614656","SenJohnKennedy","Louisiana","The official Twitter page for U.S. Senator John N. Kennedy (R-La) https://t.co/4ceoNzx1Ck",758,12167,1297,372,761,551,131,"2017-01-04 17:04:40","2018-02-23 14:20:32",15,41.6860254083485,15,93.2290076335878
"Jaime Herrera Beutler","House","R","Wash.",31," rank-and-file Republican",0.669749283302,"9.1%","x242926427","HerreraBeutler","","I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the US Congress. Want regular email updates? http://t.co/sZutp93Fhg",697,17177,1108,0,696,662,132,"2011-01-25 23:41:14","2018-02-21 17:20:47",5,11.1465256797583,3.5,9.02272727272727
"Mimi Walters","House","R","Calif.",31," rank-and-file Republican",0.674285553356,"1.6%","x47798449","RepMimiWalters","Irvine, CA","Wife, mother of 4 awesome children, and U.S. Congresswoman proudly serving #CA45.",4197,11794,1024,470,3227,2333,227,"2013-10-12 20:52:51","2018-02-22 22:13:23",5,9.92970424346335,4,12.3303964757709
"Ralph Norman","House","R","S.C.",31," moderate Republican follower",0.675663648508,"4.3%","x880480631108644864","RepRalphNorman","Rock Hill, SC","Official account of Congressman Ralph Norman. Proudly representing the 5th District of South Carolina.",467,1460,290,77,467,264,59,"2017-07-04 15:56:55","2018-02-21 14:27:24",8,21.9848484848485,10,32.2203389830508
"Darin M. LaHood","House","R","Ill.",31," rank-and-file Republican",0.675957075045,"7.0%","x3686482216","RepLaHood","IL-18 Congressional District","Proudly representing the 18th Congressional District of Illinois.",948,7549,344,682,945,615,124,"2015-09-17 22:29:39","2018-02-22 19:59:58",8,16.7186991869919,7,14.5403225806452
"Martha McSally","House","R","Ariz.",31," moderate Republican leader",0.67662080276,"8.2%","x2964949642","RepMcSally","Southern Arizona","Honored to represent the people of Arizona's Second Congressional District in the U.S House of Representatives.",2503,28875,758,194,2497,1920,248,"2015-01-07 19:54:56","2018-02-22 18:59:23",7,30.9911458333333,9,51.0161290322581
"Dean Heller","Senate","R"," Nev.",31," centrist Republican",0.677168494704,"7.5%","266133081","SenDeanHeller","Nevada","Official Account for Nevada U.S. Senator @DeanHeller. #HomeMeansNevada",6344,91462,11940,1,3203,2260,462,"2015-05-14 20:54:31","2018-02-23 16:38:30",7,24.2048672566372,7,32.1428571428571
"Pat Meehan","House","R","Pa.",31," rank-and-file Republican",0.677310425048,"11.1%","x248850174","RepMeehan","","Proudly representing Pennsylvania's 7th District in the U.S. House of Representatives",4201,18048,943,6,3220,2240,589,"2013-08-07 18:37:34","2018-01-18 16:05:06",1,4.59330357142857,1,6.31748726655348
"Jeffrey Denham","House","R","Calif.",32," rank-and-file Republican",0.677549395632,"9.4%","x248699486","RepJeffDenham","Modesto, CA","Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU",2697,20730,1795,291,2695,2007,605,"2011-02-09 21:21:29","2018-02-21 19:56:22",1,4.53163926258097,0,1.86446280991736
"Lamar Alexander","Senate","R"," Tenn.",32," centrist Republican leader",0.678052598131,"2.1%","76649729","SenAlexander","","Follow Sen. Alexander in TN, in DC, and in the news.",4120,77109,426,6,3216,2180,759,"2014-02-06 23:42:45","2018-02-23 21:28:31",5,15.4743119266055,6,15.030303030303
"Bob Corker","Senate","R"," Tenn.",32," centrist Republican",0.679015070687,"4.9%","73303753","SenBobCorker","Tennessee","Official news and updates from United States Senator Bob Corker (R-Tennessee) and his staff.",3943,347663,560,107,3248,2811,481,"2012-12-12 22:36:51","2018-02-23 20:28:01",9,331.991817858413,10,1526.78586278586
"Steve Knight","House","R","Calif.",32," rank-and-file Republican",0.680187559564,"7.7%","x2974648323","SteveKnight25","","Proudly representing California's 25th Congressional District.",837,4609,22,63,837,458,101,"2015-01-26 19:12:23","2018-02-22 21:11:38",5,8.87772925764192,4,10.4554455445545
"Andy Biggs","House","R","Ariz.",32," rank-and-file Republican",0.68344291321,"9.6%","x816652616625168388","RepAndyBiggsAZ","Arizona, USA","Representing the 5th Congressional District of Arizona.",2461,7796,1189,1993,2456,1588,220,"2017-01-04 16:20:18","2018-02-22 20:34:58",8,26.8583123425693,5,19.2590909090909
"Greg Walden","House","R","Ore.",32," rank-and-file Republican",0.684411304584,"5.9%","x32010840","repgregwalden","Oregon","Proudly serving the people of Oregon's Second Congressional District. Chairman of @HouseCommerce",2148,25100,176,2,2145,1768,501,"2009-06-19 20:49:07","2018-02-21 21:28:08",1,8.57579185520362,0,5.2315369261477
"Lee Zeldin","House","R","N.Y.",32," rank-and-file Republican",0.684548524762,"6.5%","x2750127259","RepLeeZeldin","","Official Twitter of U.S. Congressman Lee Zeldin of New York's 1st Congressional District.",1268,27224,1883,21,1269,1050,111,"2015-01-09 19:10:25","2018-02-23 03:32:01",5,291.185714285714,16,2269.8018018018
"Richard C. Shelby","Senate","R"," Ala.",32," centrist Republican follower ",0.685232653495,"2.0%","21111098","SenShelby","Tuscaloosa, Alabama","The official Twitter page for U.S. Senator Richard Shelby (R-Ala.) https://t.co/YqOy54UpSf",1610,63221,426,234,1611,1242,364,"2011-04-28 16:27:37","2018-02-21 21:54:16",8,22.8260869565217,12,44.8131868131868
"Evan Jenkins","House","R","W.Va.",32," rank-and-file Republican",0.690606453594,"8.4%","x2953713339","RepEvanJenkins","West Virginia","I'm honored to represent the people of West Virginia's 3rd Congressional District in Congress.",2525,6820,600,163,2521,1626,257,"2015-01-06 18:29:09","2018-02-22 21:51:54",5,9.45325953259533,5,13.1167315175097
"Jim Banks","House","R","Ind.",32," moderate Republican follower",0.690802565745,"2.5%","x816131319033950208","RepJimBanks","Indiana's 3rd District","Official account of U.S. Congressman Jim Banks (IN-3).",1626,4847,1550,110,1626,1146,129,"2017-01-03 14:52:35","2018-02-22 21:59:09",8,20.8743455497382,12,72.2868217054264
"Virginia Foxx","House","R","N.C.",33," rank-and-file Republican",0.690818130114,"6.8%","x16256269","virginiafoxx","Banner Elk, NC","Congresswoman Virginia Foxx. Conservative representing North Carolina's Fifth District.",3617,21299,1385,55,3245,2566,1035,"2010-03-30 15:48:35","2018-02-22 16:18:09",0,2.717848791894,0,1.84057971014493
"Vern Buchanan","House","R","Fla.",33," rank-and-file Republican",0.692657494627,"3.7%","x20467163","VernBuchanan","Florida's 16th District","U.S. Congressman",2380,26279,10809,6,2379,2039,1180,"2009-03-09 14:15:35","2018-02-17 18:30:03",0,7.28592447278078,0,2.69915254237288
"Barbara Comstock","House","R","Va.",33," rank-and-file Republican",0.69274201961,"5.4%","x2933760046","RepComstock","Virginia's 10th CD","Honored To Represent Virginia’s 10th Congressional District. Attorney • Legislator • Mom",2841,14918,662,468,2840,2065,93,"2015-01-04 01:42:44","2018-02-23 01:33:02",5,13.6416464891041,4,14.5483870967742
"Tom Reed","House","R","N.Y.",33," moderate Republican leader",0.693005006472,"10.0%","x252819323","RepTomReed","","Tom Reed represents New York's 23rd Congressional District",2426,14818,567,671,2423,1543,242,"2011-02-24 18:50:32","2018-02-22 21:37:05",1,11.3732987686325,0,46.9297520661157
"Rob Woodall","House","R","Ga.",33," rank-and-file Republican",0.693236330112,"6.6%","x2382685057","RepRobWoodall","Lawrenceville, GA; Wash., D.C.","U.S. Representative for the Seventh District of Georgia, and serving as Chairman of the Rules Subcommittee on Legislative & Budget Process.",655,7942,666,107,655,563,216,"2014-10-15 15:08:01","2018-02-15 18:20:32",2,3.6234458259325,2,3.23148148148148
"Dana Rohrabacher","House","R","Calif.",33," rank-and-file Republican",0.696464488516,"6.5%","x19139963","DanaRohrabacher","Huntington Beach, CA","U.S. Congressman representing CA-48.  Former speechwriter for President Reagan. Surfer and father of 8 year old triplets.",13009,36844,362,87,3242,203,170,"2015-02-27 05:41:56","2018-02-21 03:04:27",1,149.512315270936,0,168.770588235294
"Kay Granger","House","R","Texas",33," rank-and-file Republican",0.697762101707,"2.3%","x161743731","RepKayGranger","Texas ","Congresswoman Kay Granger represents the 12th District of Texas. She is the Chairwoman of the House Appropriations Defense Subcommittee.",1518,17022,1137,20,1516,1315,691,"2010-07-01 20:17:10","2018-02-21 19:31:15",0,1.70494296577947,0,1.26917510853835
"Leonard Lance","House","R","N.J.",33," rank-and-file Republican",0.698156289422,"13.8%","x613725908","RepLanceNJ7","","Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f",1670,14186,310,131,1663,1245,168,"2012-06-29 20:03:20","2018-02-16 19:58:07",1,11.5244979919679,1,36.125
"Dave Trott","House","R","Mich.",33," rank-and-file Republican",0.702980134236,"3.6%","x2869746172","repdavetrott","","Dad, husband, lifelong resident of Southeast Michigan and Representative for Michigan's 11th District.",449,10374,216,10,449,318,44,"2015-01-06 19:41:40","2018-02-22 15:19:20",4,31.4685534591195,6,171.863636363636
"Mia Love","House","R","Utah",33," rank-and-file Republican",0.704536996044,"3.7%","x2976598347","RepMiaLove","Saratoga Springs, UT","Official account for Congresswoman Mia Love, Utah's 4th District. 
Use of this page is subject to our guidelines, which are available at https://t.co/FPQkNcVd05",1209,32965,240,82,1212,1024,139,"2015-01-14 17:39:59","2018-02-23 00:32:05",27.5,113.1982421875,34,111.94964028777
"Lindsey Graham","Senate","R"," S.C.",34," centrist Republican leader",0.706310939257,"3.2%","14845376","GrahamBlog","Washington, DC","Twitter feed for U.S. Senator Lindsey Graham of South Carolina.",4243,115158,2108,0,3247,2881,1809,"2011-10-11 22:47:11","2016-02-18 15:59:03",4,22.4015966678237,5,11.4328358208955
"Richard M. Burr","Senate","R"," N.C.",34," rank-and-file Republican",0.707120231462,"1.1%","21157904","SenatorBurr","Winston-Salem, NC","U.S. Senator from North Carolina, Chairman of the Senate Select Committee on Intelligence",3410,105938,1836,45,3200,2743,1096,"2010-03-30 20:24:34","2018-02-22 18:24:27",4,32.5140357273059,2,42.5967153284672
"Mark Sanford","House","R","S.C.",34," rank-and-file Republican",0.708148984046,"12.2%","x1499993378","RepSanfordSC","SC-01","Serving the #Lowcountry in #SC01. Find me on Facebook at https://t.co/9HU8VA7ySB",2240,11908,645,128,2242,1832,220,"2013-06-16 13:32:13","2018-02-23 02:32:57",2,10.7281659388646,3,44.9909090909091
"Steve Russell","House","R","Okla.",34," rank-and-file Republican",0.709177012021,"4.2%","x2966758114","RepRussell","Fifth District of Oklahoma","Proudly serving the Fifth District of Oklahoma in Congress.",432,6516,499,40,430,329,58,"2015-01-08 14:59:01","2018-02-14 21:42:48",3,5.37993920972644,2,3.79310344827586
"Gary Palmer","House","R","Ala.",34," rank-and-file Republican",0.709217674657,"4.5%","x2861616083","USRepGaryPalmer","","Proudly serving the people of Alabama's 6th Congressional District.",1775,13046,888,335,1773,1388,321,"2015-01-06 22:22:00","2018-02-22 16:37:55",3,6.67795389048991,2,7.95638629283489
"Mike Simpson","House","R","Idaho",34," rank-and-file Republican",0.709624236862,"5.1%","x76132891","CongMikeSimpson","Washington, D.C. ","U.S. Congressman from Idaho's 2nd Congressional District",532,11863,85,27,532,451,144,"2009-09-30 18:29:03","2018-02-22 18:47:21",1,3.15077605321508,0,4.58333333333333
"Mike Bost","House","R","Ill.",34," rank-and-file Republican",0.71266326614,"8.6%","x2964877294","RepBost","IL-12 Congressional District ","Member of Congress proudly representing IL-12. Serving on @transport, @HouseAgNews, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr",1214,5809,1556,141,1213,859,47,"2015-01-06 20:07:19","2018-02-22 16:16:59",4,5.61117578579744,4,11.0212765957447
"Bruce Poliquin","House","R","Maine",34," moderate Republican follower",0.713087897128,"8.5%","x2932617195","RepPoliquin","","Proudly Serving Maine's Second Congressional District",1338,7720,343,64,1334,944,89,"2015-01-06 20:11:10","2018-02-22 16:46:15",1,2.97987288135593,4,6.85393258426966
"Cathy McMorris Rodgers","House","R","Wash.",34," moderate Republican leader",0.713304357439,"2.3%","x17976923","cathymcmorris","Spokane, WA & Washington, DC","Proudly serving Washington's beautiful 5th District in Congress. Chair of @HouseGOP. Mom of three.",8628,43922,5169,1133,3213,2492,653,"2016-08-26 02:18:52","2018-02-22 23:33:00",15,32.3555377207063,12,32.2863705972435
"Dan Sullivan","Senate","R"," Alaska",34," rank-and-file Republican",0.716331617266,"1.4%","2891210047","SenDanSullivan","","Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.",1868,16796,600,71,1868,1598,620,"2015-01-11 19:08:26","2018-02-22 04:58:11",5,11.613266583229,4,11.3258064516129
"William M. Thornberry","House","R","Texas",35," rank-and-file Republican",0.717092266284,"1.9%","x377534571","MacTXPress","United States Capitol","Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.",1073,12214,927,54,1070,373,33,"2011-09-26 20:39:10","2018-02-09 15:46:24",0,3.10455764075067,1,18.0909090909091
"Ken Buck","House","R","Colo.",35," rank-and-file Republican",0.719492025592,"8.2%","x2862577383","RepKenBuck"," Windsor, CO | Washington, DC","Husband. Father. Proudly represent the wonderful people of Colorado CD-04.",1206,13192,332,91,1204,1065,404,"2015-01-06 23:08:51","2018-02-21 17:31:34",3,7.53990610328638,4,9.50247524752475
"Shelley Moore Capito","Senate","R"," W.Va.",35," rank-and-file Republican",0.719530884377,"2.0%","193794406","SenCapito","","Proudly serving West Virginia in the United States Senate.",6027,51196,973,184,3239,3053,521,"2016-02-10 21:32:52","2018-02-23 14:46:39",9,24.640026203734,10,35.8445297504798
"Devin Nunes","House","R","Calif.",35," rank-and-file Republican",0.720626871949,"3.5%","x54412900","DevinNunes","","RTs do not equal endorsement.  This is my personal Twitter account.  If you have questions about my official activities please visit my website.",1843,88694,609,40,1835,890,316,"2010-03-23 13:33:51","2018-02-21 14:28:04",0,80.5224719101124,0,23.8132911392405
"Thad Cochran","Senate","R"," Miss.",35," moderate Republican follower",0.721450511663,"0.6%","555474658","SenThadCochran","","Office of U.S. Senator Thad Cochran of Mississippi.",2053,57296,565,0,2052,1845,145,"2012-04-17 22:19:27","2018-02-22 16:29:14",3,19.549593495935,8,149.124137931034
"Adam Kinzinger","House","R","Ill.",35," rank-and-file Republican",0.725250885277,"9.4%","x219429281","RepKinzinger","Channahon, IL","I represent Illinois' 16th District. It's an honor to serve in Congress on @HouseCommerce and @HouseForeign - and to serve as a pilot in the Air National Guard.",7035,37746,974,1648,3209,1696,306,"2016-05-10 15:51:04","2018-02-22 18:28:46",17,40.2093160377358,20,69.859477124183
"Don Young","House","R","Alaska",35," rank-and-file Republican",0.728762362104,"10.4%","x37007274","repdonyoung","Ft. Yukon, AK","Merchant Marine, Teacher, State Rep, State Senator, Congressman for all Alaska for the last 44 years and Dean of the US House.",1466,15997,623,63,1466,1254,368,"2009-09-21 21:21:31","2018-02-22 22:26:49",1,3.65151515151515,0,0.581521739130435
