"govTrack_id","full_name","chamber","party","state","bin","govTrack_desc","govTrack_ideology","proPub_votesAgainstParty","user_id","name","screen_name","location","description","statuses_count","followers_count","friends_count","favourites_count","verified","account_created_at","profile_expanded_url","profile_image_url"
"x412410","Daniel Webster","House","R","Fla.",39," moderate Republican follower",0.764634419212,"3.1%","x281540744","Daniel Webster","RepWebster","Central Florida","A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.",3151,19176,284,75,TRUE,"2011-04-13 13:47:05","http://webster.house.gov","http://pbs.twimg.com/profile_images/1362512985/Twitter_Pic_2_normal.png"
"x412394","Martha Roby","House","R","Ala.",39," rank-and-file Republican",0.764887640491,"2.8%","x224294785","Rep. Martha Roby","RepMarthaRoby","","Congressional Twitter account for U.S. Representative Martha Roby (R-AL)",7553,28820,2204,417,TRUE,"2010-12-08 16:56:29","http://roby.house.gov/","http://pbs.twimg.com/profile_images/479774391933214721/ZlZZ6h2__normal.jpeg"
"x412488","Sean Duffy","House","R","Wis.",39," rank-and-file Republican",0.765215495005,"6.0%","x18229117","Sean Duffy","Duffy4Wisconsin","Wausau, Wisconsin","Husband, Father of 8, Former Ashland County D.A., Lumberjack, Congressman for Wisconsin's 7th district running for re-election.",2141,15673,9567,236,TRUE,"2008-12-18 23:53:14","http://www.DuffyForWisconsin.com","http://pbs.twimg.com/profile_images/925107750664892417/OlaUm-Uh_normal.jpg"
"x412488","Sean Duffy","House","R","Wis.",39," rank-and-file Republican",0.765215495005,"6.0%","x234022257","Sean Duffy","RepSeanDuffy","","Devoted husband of one, proud father of eight, and the Representative for Wisconsin's Seventh District. Also at https://t.co/Y7pV5IPxzR. #GoPackGo",5354,32244,2757,1471,TRUE,"2011-01-04 17:28:01","http://duffy.house.gov","http://pbs.twimg.com/profile_images/955856887517458432/8eNHIVQx_normal.jpg"
"x412515","David Valadao","House","R","Calif.",39," rank-and-file Republican",0.767441141881,"8.5%","x1128514404","Rep. David Valadao","RepDavidValadao","Hanford, California","Proudly Representing California's 21st Congressional District.",941,13932,407,224,TRUE,"2013-01-28 16:19:14","http://Valadao.House.Gov","http://pbs.twimg.com/profile_images/3192935994/9bb205b6df88e6f86ca2ddf3f7ae04cb_normal.jpeg"
"x412271","Mike Coffman","House","R","Colo.",39," rank-and-file Republican",0.767539021418,"7.2%","x882253350808539137","Rep. Mike Coffman","MiRepCoffmanCO","Aurora, CO","Representando el 6to Distrito de Colorado | @USMC Veterano | FB: RepMikeCoffman | RT's/Gusta ≠ Aprobación",150,194,90,38,TRUE,"2017-07-04 15:02:45","http://www.coffman.house.gov","http://pbs.twimg.com/profile_images/950375073957011456/U_Y6rzwZ_normal.jpg"
"x412271","Mike Coffman","House","R","Colo.",39," rank-and-file Republican",0.767539021418,"7.2%","x19407835","Rep. Mike Coffman","RepMikeCoffman","Colorado's 6th District","Proudly representing Colorado's Sixth Congressional District | @USMC Combat Vet | FB: RepMikeCoffman | RTs/follow ≠ endorsement",3166,35290,1771,566,TRUE,"2009-01-23 19:04:01","http://coffman.house.gov","http://pbs.twimg.com/profile_images/950374891366289408/tZeazOhv_normal.jpg"
"x412553","George Holding","House","R","N.C.",39," rank-and-file Republican",0.768028760822,"6.0%","x1058460818","George Holding","RepHolding","","Official Twitter account for Congressman George Holding, representing North Carolina's 2nd Congressional District.",684,12313,251,19,TRUE,"2013-01-03 18:27:36","http://holding.house.gov","http://pbs.twimg.com/profile_images/3150091370/d56a137e58b7041e23d74c676f4d5c39_normal.jpeg"
"x400284","Jerry Moran","Senate","R"," Kan.",39," rank-and-file Republican",0.768436535749,"3.2%","x18632666","Senator Jerry Moran","JerryMoran","Kansas","Official account of U.S. Senator Jerry Moran. Honored to represent Kansans in the U.S. Senate.",4331,74714,3035,399,TRUE,"2009-01-05 14:25:22","http://www.moran.senate.gov","http://pbs.twimg.com/profile_images/834123788153397248/8XI1dcQL_normal.jpg"
"x400194","Johnny Isakson","Senate","R"," Ga.",39," rank-and-file Republican",0.77031496323,"1.6%","x253252536","Johnny Isakson","JohnnyIsakson","Georgia","U.S. Senator Johnny Isakson is a businessman who has built a respected record of public service to the state of Georgia.",684,3886,117,10,TRUE,"2011-02-16 21:35:06","http://johnnyisakson.com/","http://pbs.twimg.com/profile_images/516608871339544576/Y1yba4tY_normal.jpeg"
"x400194","Johnny Isakson","Senate","R"," Ga.",39," rank-and-file Republican",0.77031496323,"1.6%","x78403308","Johnny Isakson","SenatorIsakson","GA & DC","U.S. Senator Johnny Isakson, R-Ga. | Committees: Veterans' Affairs, Chairman; Ethics, Chairman; Foreign Relations; HELP; Finance.
Keep comments family friendly.",4373,53657,442,652,TRUE,"2009-09-29 20:09:30","http://www.isakson.senate.gov","http://pbs.twimg.com/profile_images/543499427365650432/JitEqhDZ_normal.jpeg"
"x400004","Robert B. Aderholt","House","R","Ala.",39," moderate Republican follower",0.770332950248,"3.5%","x76452765","Rep. Robert Aderholt","Robert_Aderholt","Haleyville, AL","Proudly serving the 4th Congressional District of Alabama in Congress",1385,19800,117,139,TRUE,"2009-09-22 21:16:37","","http://pbs.twimg.com/profile_images/570322469345431552/muwv_7EV_normal.jpeg"
"x400046","Kevin Brady","House","R","Texas",39," moderate Republican leader",0.77049938376,"2.0%","x19926675","Rep. Kevin Brady","RepKevinBrady","The Woodlands, Texas","Dad. Husband. @WaysandMeansGOP Chairman. Loves: Baseball, Texas, tax reform.",11097,35442,716,2861,TRUE,"2009-02-02 19:57:06","http://kevinbrady.house.gov","http://pbs.twimg.com/profile_images/842128545061191681/Kgo6WyKc_normal.jpg"
"x412668","Thom Tillis","Senate","R"," N.C.",40," moderate Republican follower",0.771317347445,"0.6%","x22195441","Thom Tillis","ThomTillis","Huntersville, North Carolina","The official campaign account for U.S. Senator Thom Tillis. https://t.co/8SDHjKTDoD",2137,35635,15151,492,TRUE,"2009-02-27 21:49:53","http://www.ThomTillis.com","http://pbs.twimg.com/profile_images/515190737038610433/4Z4FFoiT_normal.jpeg"
"x412668","Thom Tillis","Senate","R"," N.C.",40," moderate Republican follower",0.771317347445,"0.6%","x2964174789","Senator Thom Tillis","SenThomTillis","Washington, D.C.","Official Twitter account of North Carolina U.S. Senator Thom Tillis.",3163,49954,4615,891,TRUE,"2015-01-06 14:22:18","http://tillis.senate.gov","http://pbs.twimg.com/profile_images/748878588896768000/sjSP8Rlt_normal.jpg"
"x412660","Dan Newhouse","House","R","Wash.",40," rank-and-file Republican",0.774291591286,"4.0%","x2930635215","Rep Dan Newhouse","RepNewhouse","","Proud to represent Washington's 4th District in the U.S. Congress",1116,8651,1626,507,TRUE,"2014-12-18 20:19:23","https://newhouse.house.gov/","http://pbs.twimg.com/profile_images/553653397505576960/4z-oC8rN_normal.jpeg"
"x412572","Tom Rice","House","R","S.C.",40," rank-and-file Republican",0.775068562598,"5.4%","x1058345042","Congressman Tom Rice","RepTomRice","","Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.",1127,13927,405,14,TRUE,"2013-01-03 17:35:05","http://rice.house.gov","http://pbs.twimg.com/profile_images/3087214605/bd94115eb4cbc13f474eea2d678e6372_normal.jpeg"
"x400247","Frank D. Lucas","House","R","Okla.",40," moderate Republican follower",0.77586147492,"3.6%","x242772524","Frank Lucas","RepFrankLucas","","Fifth generation Oklahoman proudly representing the Third Congressional District of Oklahoma.",653,11898,241,6,TRUE,"2011-01-25 15:24:07","http://www.lucas.house.gov","http://pbs.twimg.com/profile_images/628275690253774848/4zKOn1iP_normal.png"
"x412667","Joni Ernst","Senate","R"," Iowa",40," rank-and-file Republican",0.778069207497,"2.5%","x1383059977","Joni Ernst","joniernst","","Mother. Soldier. Leader. Proudly serving Iowa in the United States Senate.",1304,35892,89,5,TRUE,"2013-04-26 22:53:06","http://www.joniforiowa.com","http://pbs.twimg.com/profile_images/494119793465622530/BsA7u2Fo_normal.jpeg"
"x412667","Joni Ernst","Senate","R"," Iowa",40," rank-and-file Republican",0.778069207497,"2.5%","x2856787757","Joni Ernst","SenJoniErnst","Iowa ","Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.",1758,33593,50,3,TRUE,"2014-11-02 13:32:54","http://Ernst.Senate.Gov","http://pbs.twimg.com/profile_images/817365634434695168/dHmvZNA2_normal.jpg"
"x412250","Gus Bilirakis","House","R","Fla.",40," moderate Republican leader",0.781489781622,"1.6%","x26051676","Gus Bilirakis","RepGusBilirakis","Palm Harbor, Fla.","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",5347,25374,1190,256,TRUE,"2009-03-23 17:56:32","http://bilirakis.house.gov","http://pbs.twimg.com/profile_images/694914426131111936/hTyLQllD_normal.png"
"x412662","Alex Mooney","House","R","W.Va.",40," rank-and-file Republican",0.782422968453,"6.0%","x2964526557","Rep. Alex Mooney","RepAlexMooney","Charles Town, WV","Husband, Father, Conservative Representing West Virginia's 2nd Congressional District. #wv02 #wvpol Member of @financialcmte",1399,6112,470,585,TRUE,"2015-01-06 17:13:10","http://mooney.house.gov","http://pbs.twimg.com/profile_images/889978531169619968/boQtD1_y_normal.jpg"
"x412536","Rodney Davis","House","R","Ill.",40," moderate Republican leader",0.782996164352,"8.6%","x993153006","US Rep Rodney Davis","RodneyDavis","Taylorville, IL","Proudly representing the 13th Congressional District of Illinois.",4677,15961,570,158,TRUE,"2012-12-06 14:20:04","http://rodneydavis.house.gov","http://pbs.twimg.com/profile_images/861602080712216576/Qa1f4EOG_normal.jpg"
"x400057","Ken Calvert","House","R","Calif.",40," rank-and-file Republican",0.785421477773,"2.8%","x22545491","Ken Calvert","KenCalvert","Corona, CA ","Official Twitter Account for U.S. Representative Ken Calvert (CA-42)",4534,14711,281,31,TRUE,"2009-03-02 22:30:20","http://calvert.house.gov/","http://pbs.twimg.com/profile_images/786694649301700609/TfucmvHE_normal.jpg"
"x412566","Dave Joyce","House","R","Ohio",40," rank-and-file Republican",0.785486792635,"8.7%","x727242919","Just Dave","DaveJoyceOH14","NE Ohio","Father, husband, and former Geauga County Prosecutor representing #OH14, NE Ohio, in Congress. Official Campaign Account.",1521,2733,729,70,TRUE,"2012-07-31 01:11:19","http://justdavejoyce.com","http://pbs.twimg.com/profile_images/468823698774822912/cNY3KzbA_normal.jpeg"
"x412566","Dave Joyce","House","R","Ohio",40," rank-and-file Republican",0.785486792635,"8.7%","x976969338","Dave Joyce","RepDaveJoyce"," Washington, DC","Father, husband, and former prosecutor proudly representing #OH14",3442,18785,2480,76,TRUE,"2012-11-28 21:12:14","http://joyce.house.gov/","http://pbs.twimg.com/profile_images/471370204589469696/jzOCXHSW_normal.jpeg"
"x412639","Tom Emmer","House","R","Minn.",41," rank-and-file Republican",0.785684151587,"5.6%","x72431423","Tom Emmer","tomemmer","Delano, MN","Official campaign account for Congressman Tom Emmer (MN-6),working to balance the budget and rein in government spending.",2338,5723,1627,224,TRUE,"2009-09-08 00:54:53","http://emmerforcongress.com","http://pbs.twimg.com/profile_images/3761401350/d196915c947881087f80744f50f42bd1_normal.jpeg"
"x412639","Tom Emmer","House","R","Minn.",41," rank-and-file Republican",0.785684151587,"5.6%","x2914515430","Tom Emmer","RepTomEmmer","Otsego, MN | Washington, D.C.","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",3565,7845,511,320,TRUE,"2014-12-10 21:44:52","http://Emmer.house.gov","http://pbs.twimg.com/profile_images/780419521857384449/wcxRj5m7_normal.jpg"
"x412491","Marco Rubio","Senate","R"," Fla.",41," moderate Republican leader",0.787588860862,"1.4%","x15745368","Marco Rubio","marcorubio","United States","US Senator for Florida. Follow @SenRubioPress for more updates.",7740,3506665,2425,1787,TRUE,"2008-08-06 03:07:06","http://marcorubio.com","http://pbs.twimg.com/profile_images/953778314057015296/PwOvxEQ-_normal.jpg"
"x412491","Marco Rubio","Senate","R"," Fla.",41," moderate Republican leader",0.787588860862,"1.4%","x229966028","Senator Rubio Press","SenRubioPress","Florida, USA","Official account of U.S. Senator @MarcoRubio's PressShop. For more information please visit his website.",5167,43038,536,41,TRUE,"2010-12-23 21:22:47","http://rubio.senate.gov","http://pbs.twimg.com/profile_images/951541361483894784/ZWLWOoil_normal.jpg"
"x400365","F. James Sensenbrenner","House","R","Wis.",41," moderate Republican leader",0.788589906317,"5.0%","x851621377","Sensenbrenner Press","JimPressOffice","","Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",1226,6072,634,264,TRUE,"2012-09-28 19:31:33","http://sensenbrenner.house.gov","http://pbs.twimg.com/profile_images/727230175767859200/rj0otGAV_normal.jpg"
"x412430","Kevin Yoder","House","R","Kan.",41," rank-and-file Republican",0.789545945992,"7.0%","x26324609","Kevin Yoder","KevinYoder","Kansas, USA","3rd District",854,3506,946,30,TRUE,"2009-03-24 21:08:20","http://www.yoderforcongress.com","http://pbs.twimg.com/profile_images/943942658392694784/kAzt6eQB_normal.jpg"
"x412430","Kevin Yoder","House","R","Kan.",41," rank-and-file Republican",0.789545945992,"7.0%","x252819642","Rep. Kevin Yoder","RepKevinYoder","KS 3rd District & DC","I represent the 3rd District of Kansas in the United States Congress, where I serve on the House Appropriations Committee.",7145,28396,1654,211,TRUE,"2011-02-16 00:04:41","http://yoder.house.gov","http://pbs.twimg.com/profile_images/811992855879307268/q0anSukj_normal.jpg"
"x412653","John Ratcliffe","House","R","Texas",41," rank-and-file Republican",0.790139686555,"5.8%","x2847221717","John Ratcliffe","RepRatcliffe","Heath, TX","U.S. Congressman for Texas' 4th District. @HouseHomeland Cybersecurity Chairman. Member of @HouseJudiciary & House Ethics. Former prosecutor. RTs ≠ endorsements",1995,18116,617,691,TRUE,"2014-10-27 20:20:35","http://ratcliffe.house.gov","http://pbs.twimg.com/profile_images/732578052299993088/rXFIFLce_normal.jpg"
"x300072","Mitch McConnell","Senate","R"," Ky.",41," moderate Republican leader",0.792421096923,"1.7%","x1249982359","Leader McConnell","SenateMajLdr","Washington, DC","U.S. Senate Majority Leader Mitch McConnell",2857,509242,93,0,TRUE,"2013-03-07 20:21:15","http://republicanleader.senate.gov","http://pbs.twimg.com/profile_images/732596482336002049/JYMrr9_4_normal.jpg"
"x300072","Mitch McConnell","Senate","R"," Ky.",41," moderate Republican leader",0.792421096923,"1.7%","x365530059","Team Mitch","Team_Mitch","Kentucky, USA","Official account of Mitch McConnell for Senate. #TeamMitch",2325,10440,4678,253,TRUE,"2011-08-31 15:59:28","http://teammitch.com","http://pbs.twimg.com/profile_images/926517958284861440/yyII3t8x_normal.jpg"
"x300072","Mitch McConnell","Senate","R"," Ky.",41," moderate Republican leader",0.792421096923,"1.7%","x339822881","Sen. McConnell Press","McConnellPress","","The Kentucky press office for Senator Mitch McConnell. For more information please visit his website:",9946,79269,331,15,TRUE,"2011-07-21 18:25:30","http://mcconnell.senate.gov","http://pbs.twimg.com/profile_images/3669175024/adf5306d54877f14161a1c030b5ae779_normal.jpeg"
"x400341","Mike D. Rogers","House","R","Ala.",41," moderate Republican follower",0.793285673749,"6.4%","x33977070","Mike Rogers","RepMikeRogersAL","Washington, D.C./Anniston, AL","I am proud to represent Alabama's Third Congressional District.",3597,21559,2933,26,TRUE,"2009-04-21 17:43:28","http://mikerogers.house.gov","http://pbs.twimg.com/profile_images/807319848506261504/VIggyuuB_normal.jpg"
"x412624","Barry Loudermilk","House","R","Ga.",41," rank-and-file Republican",0.793508976133,"2.9%","x2914163523","Barry Loudermilk","RepLoudermilk","","Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",1674,10179,1556,402,TRUE,"2014-12-10 18:53:17","https://loudermilk.house.gov/","http://pbs.twimg.com/profile_images/578949791146725376/LSA2VpBg_normal.jpeg"
"x412487","David McKinley","House","R","W.Va.",41," moderate Republican leader",0.796171784072,"10.3%","x240427862","David B. McKinley","RepMcKinley","","Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account",4857,27365,1082,540,TRUE,"2011-01-19 22:29:00","http://mckinley.house.gov/","http://pbs.twimg.com/profile_images/803988876188585985/LD2ROMf1_normal.jpg"
"x400068","John Carter","House","R","Texas",41," rank-and-file Republican",0.797244465766,"2.6%","x18030431","Judge Carter","JudgeCarter","#TX31 ","U.S. Congressman proudly serving the 31st District of Texas & @forthood. Former Judge. Proud @TexasTech Red Raider.",5704,14289,674,147,TRUE,"2008-12-10 21:00:58","http://carter.house.gov","http://pbs.twimg.com/profile_images/378800000021210674/a74f4eaa78e4aa40395b1e2c0088a711_normal.jpeg"
"x412563","Chris Collins","House","R","N.Y.",42," rank-and-file Republican",0.803398670661,"3.3%","x557794383","Chris Collins","CollinsNY27","Clarence, NY","Small businessman. Conservative. Eagle Scout. Job creator. Political account for @RepChrisCollins.",746,2962,643,26,TRUE,"2012-04-19 13:25:47","http://www.collinsforcongress.com","http://pbs.twimg.com/profile_images/953277502448955392/8uAT5qsF_normal.jpg"
"x412563","Chris Collins","House","R","N.Y.",42," rank-and-file Republican",0.803398670661,"3.3%","x1058256326","Rep. Chris Collins","RepChrisCollins","","Proud to represent New York’s 27th Congressional District. Focused on less spending in Washington and more jobs in America. Member of @HouseCommerce",3496,19212,647,79,TRUE,"2013-01-03 16:55:01","","http://pbs.twimg.com/profile_images/621321986224971776/TuwHi18w_normal.jpg"
"x400209","Walter B. Jones","House","R","N.C.",42," rank-and-file Republican",0.803413161167,"38.7%","x26778110","Rep. Walter Jones","RepWalterJones","Eastern North Carolina","Proudly representing the people of Eastern North Carolina. #NC03",2210,23174,498,383,TRUE,"2009-03-26 15:50:58","http://jones.house.gov","http://pbs.twimg.com/profile_images/110804051/WBJ_official_photo_normal.jpg"
"x412226","Jim Jordan","House","R","Ohio",42," rank-and-file Republican",0.805154297,"8.7%","x18166778","Rep. Jim Jordan","Jim_Jordan","Washington, D.C. ","Proudly serving Ohio's beautiful fourth district.",2392,141231,5205,97,TRUE,"2008-12-16 17:20:24","http://jordan.house.gov/","http://pbs.twimg.com/profile_images/596012379231617025/TtrAXbnA_normal.jpg"
"x412317","Glenn Thompson","House","R","Pa.",42," rank-and-file Republican",0.807058938055,"8.7%","x18967498","Glenn 'GT' Thompson","CongressmanGT","Howard, Pennsylvania ","I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05",6499,18385,2926,60,TRUE,"2009-01-14 04:54:58","http://thompson.house.gov","http://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG"
"x412402","Steve Womack","House","R","Ark.",42," rank-and-file Republican",0.807309836222,"2.3%","x234469322","Rep. Steve Womack","rep_stevewomack","Arkansas's 3rd District","Proud to serve the folks of Arkansas's 3rd District. Chairman of @HouseBudgetGOP.",5084,17468,1325,371,TRUE,"2011-01-05 18:53:03","http://www.womack.house.gov","http://pbs.twimg.com/profile_images/2043213363/Official_Pic_4_normal.jpg"
"x400034","Roy Blunt","Senate","R"," Mo.",42," moderate Republican leader",0.807650639997,"1.4%","x389554914","RoyBluntMO","RoyBluntMO","Missouri","I'm running for Senate to deliver real results for the people of Missouri.

All tweets are from the campaign unless signed -RB.",2232,6388,559,2,TRUE,"2011-10-12 16:29:17","http://www.RoyBlunt.com","http://pbs.twimg.com/profile_images/1650554232/Picture_normal.jpg"
"x400034","Roy Blunt","Senate","R"," Mo.",42," moderate Republican leader",0.807650639997,"1.4%","x21269970","Senator Roy Blunt","RoyBlunt","Missouri","Official account of U.S. Senator Roy Blunt. Honored to represent the great state of Missouri.",9444,80157,7134,62,TRUE,"2009-02-19 02:58:03","http://blunt.senate.gov","http://pbs.twimg.com/profile_images/535810548802125824/X0pxn3zA_normal.jpeg"
"x412422","Randy Hultgren","House","R","Ill.",42," rank-and-file Republican",0.808685635221,"2.9%","x237814920","Rep. Randy Hultgren","RepHultgren","","Member of Congress proudly representing IL-14. Member: @HouseScience @FinancialCmte Committees. Co-Chairman: @TLHumanRights. FB profile: http://t.co/cAzY81jGee",4738,17421,1883,730,TRUE,"2011-01-13 18:03:42","http://hultgren.house.gov","http://pbs.twimg.com/profile_images/1555301015/Hultgren_Low-Res_normal.jpg"
"x412538","Jackie Walorski","House","R","Ind.",42," rank-and-file Republican",0.809160620953,"1.9%","x1065995022","Jackie Walorski","RepWalorski","","Representing Indiana's Second Congressional District",4147,15139,700,710,TRUE,"2013-01-06 15:41:40","http://walorski.house.gov","http://pbs.twimg.com/profile_images/3073698516/4b6a35b98362ceeac03b29fcc016f9ae_normal.jpeg"
"x400654","Michael McCaul","House","R","Texas",42," moderate Republican leader",0.8093571611,"2.5%","x26424123","Michael McCaul","RepMcCaul","Texas' 10th District","News from Congressman Michael McCaul (R-TX 10) and his Press Office",3146,24011,345,237,TRUE,"2009-03-25 03:54:11","http://www.house.gov/mccaul","http://pbs.twimg.com/profile_images/378800000545299425/42711256d5e2644c778936f755b986cd_normal.jpeg"
"x400154","Robert W. Goodlatte","House","R","Va.",42," moderate Republican leader",0.810280588144,"2.5%","x37920978","Bob Goodlatte","RepGoodlatte","Roanoke, VA","Proudly representing the Sixth Congressional District of Virginia in the U.S. House of Representatives. Chair of @HouseJudiciary. #VA06",5928,46297,577,1120,TRUE,"2009-05-05 13:18:55","http://goodlatte.house.gov","http://pbs.twimg.com/profile_images/425647736445079552/aBbh7qXA_normal.jpeg"
"x300052","Orrin G. Hatch","Senate","R"," Utah",43," moderate Republican leader",0.810458126902,"1.1%","x262756641","Senator Hatch Office","senorrinhatch","","U.S. Senator from Utah, 2017 Utahn of the Year, writer of songs and laws. Tweets are by Sen. Hatch's staff; those signed ogh are from Sen. Hatch himself.",9454,65928,399,839,TRUE,"2011-03-08 18:04:18","http://www.hatch.senate.gov","http://pbs.twimg.com/profile_images/879081064328830984/IhWAMCcr_normal.jpg"
"x412500","Mark Amodei","House","R","Nev.",43," rank-and-file Republican",0.810930598626,"4.3%","x402719755","RepMarkAmodei","MarkAmodeiNV2","Carson City, NV","Proudly representing Nevada's 2nd District",1172,11647,1740,35,TRUE,"2011-11-01 13:43:55","http://amodei.house.gov","http://pbs.twimg.com/profile_images/1617193547/Offical_Photo_twitter_normal.jpg"
"x400432","Roger Wicker","Senate","R"," Miss.",43," rank-and-file Republican",0.813028215783,"1.1%","x11650762","Roger Wicker","RogerWicker","Mississippi","Life-long Mississipian, currently serving in the United States Senate. Updates are from the campaign unless signed RW.",2663,15352,74,36,TRUE,"2007-12-30 05:22:57","http://www.wickerforsenate.com/","http://pbs.twimg.com/profile_images/655043453542240256/rsDvMPiR_normal.jpg"
"x400432","Roger Wicker","Senate","R"," Miss.",43," rank-and-file Republican",0.813028215783,"1.1%","x264219447","Senator Roger Wicker","SenatorWicker","Mississippi & Washington, DC","U.S. Senator for Mississippi. Please visit my website for updates.",3919,58229,308,482,TRUE,"2011-03-11 14:59:01","http://wicker.senate.gov","http://pbs.twimg.com/profile_images/694231794602872832/UdbuYlbe_normal.jpg"
"x412476","Chuck Fleischmann","House","R","Tenn.",43," rank-and-file Republican",0.813330382307,"3.3%","x235190657","Chuck Fleischmann","RepChuck","Washington, D.C./TN-03","My official House office Twitter account. I work for the people of TN-03.",1798,13098,638,119,TRUE,"2011-01-07 15:46:29","http://fleischmann.house.gov","http://pbs.twimg.com/profile_images/818947796787142656/mH-TXPye_normal.jpg"
"x412462","Jim Renacci","House","R","Ohio",43," moderate Republican leader",0.813516775582,"7.1%","x236916916","Rep. Jim Renacci","RepJimRenacci","","Congressman, 16th District of Ohio",3904,27683,815,388,TRUE,"2011-01-11 17:20:35","http://renacci.house.gov","http://pbs.twimg.com/profile_images/841926275434479616/p5pLdcAv_normal.jpg"
"x400158","Sam Graves","House","R","Mo.",43," moderate Republican leader",0.813542857596,"6.2%","x29766367","Rep. Sam Graves","RepSamGraves","","Proudly representing Missouri's Sixth Congressional District",7128,12421,1021,180,TRUE,"2009-04-08 17:20:43","http://graves.house.gov","http://pbs.twimg.com/profile_images/791029158780497920/a3YPubNC_normal.jpg"
"x412388","Tom Graves","House","R","Ga.",43," rank-and-file Republican",0.816412861012,"6.3%","x190328374","Tom Graves","RepTomGraves","Washington, DC","Conservative Republican representing Georgia's 14th Congressional District #GA14",3704,17494,2104,278,TRUE,"2010-09-13 17:36:23","http://tomgraves.house.gov/","http://pbs.twimg.com/profile_images/961279172143452160/Gpfnsy5V_normal.jpg"
"x412526","Ron DeSantis","House","R","Fla.",43," moderate Republican leader",0.816649864013,"6.0%","x487297085","Ron DeSantis","RonDeSantisFL","Florida","Ron DeSantis for Governor. Iraq Veteran. #1 Conservative in FL. Endorsed by @POTUS.",833,5217,1102,0,TRUE,"2012-02-09 06:41:04","http://rondesantis.com","http://pbs.twimg.com/profile_images/1815816636/twitter-profile_normal.jpg"
"x412526","Ron DeSantis","House","R","Fla.",43," moderate Republican leader",0.816649864013,"6.0%","x1058807868","Ron DeSantis","RepDeSantis","","The Official Twitter account for Congressman DeSantis. Proudly representing Florida's 6th District. Stay connected through Facebook at http://t.co/WKpKHHXK!",2312,153788,1394,33,TRUE,"2013-01-03 21:20:17","http://DeSantis.House.Gov","http://pbs.twimg.com/profile_images/3117010951/c752457942317fd0ba6f44dbe722964a_normal.jpeg"
"x412635","Mike Bishop","House","R","Mich.",43," rank-and-file Republican",0.817354445455,"5.5%","x2914571740","Mike Bishop","RepMikeBishop","Rochester, MI","Official account for Congressman Mike Bishop #MI08. Proudly serving on the tax-writing @WaysandMeansGOP.",1742,10690,777,367,TRUE,"2014-12-10 22:19:34","http://mikebishop.house.gov","http://pbs.twimg.com/profile_images/656529391673999360/fK2zpwcO_normal.jpg"
"x412531","Doug Collins","House","R","Ga.",43," moderate Republican leader",0.820677285618,"4.9%","x1060487274","Rep. Doug Collins","RepDougCollins","Gainesville, Georgia","Working for Georgia's 9th Congressional District. Pastor, attorney, military chaplain. Find me @HouseJudiciary when in session, beautiful #GA09 all other times.",3256,14839,941,611,TRUE,"2013-01-04 13:43:55","http://dougcollins.house.gov/","http://pbs.twimg.com/profile_images/750396723722420224/QKMvkDPt_normal.jpg"
"x412549","Steve Daines","Senate","R"," Mont.",44," rank-and-file Republican",0.821073573309,"3.9%","x11651202","Steve Daines","SteveDaines","Bozeman, MT","Married 31 years to Cindy. Parents of four. Three dogs. Serving the people of Montana in the U.S. Senate. 🇺🇸",4994,36737,660,824,TRUE,"2007-12-30 05:52:03","http://www.daines.senate.gov","http://pbs.twimg.com/profile_images/922463090935058432/XTchDLbm_normal.jpg"
"x412610","Bruce Westerman","House","R","Ark.",44," moderate Republican follower",0.822919808742,"3.0%","x1592481150","Bruce Westerman","WestermanAR","Hot Springs, Arkansas","Husband; Father; Forester; Razorback; Official campaign account for Bruce Westerman, representing Arkansas's Fourth District. #LessHassleMoreFreedom",2223,2076,532,10,TRUE,"2013-07-14 04:16:49","http://www.brucewesterman.com/donate","http://pbs.twimg.com/profile_images/968203687041564672/B66BdP5J_normal.jpg"
"x412610","Bruce Westerman","House","R","Ark.",44," moderate Republican follower",0.822919808742,"3.0%","x2852998461","Rep. Bruce Westerman","RepWesterman","Hot Springs, Arkansas","Representing the 4th District of Arkansas. Chair - Subcommittee on Oversight & Investigations. Husband. Father of four. Hot Springs native. Engineer. Forester.",3983,8025,188,401,TRUE,"2014-10-31 03:57:48","http://westerman.house.gov","http://pbs.twimg.com/profile_images/875381309744533505/sT1DIGng_normal.jpg"
